comment,sentiment,confidence
"@TechWorldwithNana, during the demo project, I was following along, downloaded your yaml files from your repo, deployed the mongo-secret, deployed mongo, deployed mongo-configmap, deployed mongo-express, got my service IP by using minikube service mongo-express-service command and it opened up the browser but asked for a username and password to login to the service, so I entered the one used in creating the secret,  username for username and password for password...  but it will not accept it. I noticed in your video it never asked you to authenticate...  also when I did this in the past... I remember being able to login to it.. and creating a new test database etc... so im not sure what happened this time around...  I will keep digging.",Neutral,0.467
"wasn't
 the helm part confusing?",Neutral,0.427
wonderful tutorial,Positive,0.81
Apparently hyperKit is not available any longer and is not compatible with M1/2/4 Macs.  I had to use Qemu. Did anyone else face this issue?,Neutral,0.346
The brandnew minikube seems like don't have kubernetes-dashboard in ns by default.,Neutral,0.458
1:58:45 shouldn't you firstly create a namespace separatelly and then use it the ConfigMap?,Neutral,0.433
Where can i get this notes,Positive,0.415
my first ever tech training video that I saw in one go ;) this one is pure knowledge for the newbies. Thank you!,Positive,0.819
"Hey Nana, Is this video still relevant?? I see its uploaded more than 4 years back",Positive,0.716
GREAT Resource 🤗,Positive,0.906
"8:50 Pod points
11:08 Ingress and services
To be continued taking notes.",Neutral,0.436
@TechWorldwithNana At 1hr40 minutes of video -> In Mongo Express YAML we gave Mongo DB credentials (ConfigMap). We never specify a Mongo DB Internal Service details in Mongo Express. So how Mongo Express go through Internal Service without directly connecting to MongoDB?,Neutral,0.507
"Best video for K8....!!!
Now I don't fear k8, this tutorial just cleared all the doubts.

THANK YOU so much...!!!🤟🤟🤟",Positive,0.917
"Thank you so much Nana, the explanation you have given is very helpful and clear.I just wanted to say thank you so much.",Positive,0.941
"I loved the content, simple and to the point and very interesting, i didn't bored like the other tutorials on yt , i really would love to buy your course but it's too costly for me , it would be 3 months salary of mine , i would love  if there is any discount available on your course",Positive,0.832
"In 27:31, it should be kubectl instead of kubelet, right?",Neutral,0.431
i made a little note about a little error and she deleted it...i mean why? comical...,Positive,0.426
"I run ""kubectl logs mongo-express-5dd87b9fcf-g6tq2  ""
and get: ""Waiting for mongo:27017...""
I don't know how to debug this. I cloned the files from GitLab.",Neutral,0.504
Thank you for sharing your knowledge.,Positive,0.952
Hvala.,Neutral,0.448
"Hi Nana, 

Please how can I contact you to enroll in a Kubernetes and docker course",Positive,0.485
im at @27:50,Positive,0.399
"Thanks ❤, Service selector apply only in Pod labels, no in Deploy labels 1:09:11 , why? 😅",Positive,0.636
24:13,Neutral,0.582
"Quick question (at 1:29:00 ish). Obviously, the base64 encoded secrets are not encrypted and thus insecure (you can decode base64 with the same tool). Do you store this in source control as well, and then update the values externally?",Neutral,0.496
hi,Neutral,0.588
"Thank you for the amazing course!
Small input: At 2:00:12, there’s no need for kubens anymore! We can now set the default namespace for your current context with ""kubectl config set-context --current --namespace=<namespace>"", and it will automatically use that namespace for all subsequent commands without needing --namespace each time 😊",Positive,0.669
What does this mean for XRP: https://www.youtube.com/watch?v=znf8uWbv3_M,Neutral,0.632
素晴らしい👍,Neutral,0.448
Thank you! This MEGA course for free while I paid 12.000 € for DevOps engineering bootcamp with less Kubernetes introduction. Thank you a lot. Can you tell if this video is still state of the art after 4 years?,Positive,0.74
This MEGA course for free while I paid 12.000 € for DevOps engineering bootcamp with less Kubernetes introduction. Thank you a lot @TechWorldwithNana. Can you tell if this video is still state of the art after 4 years?,Positive,0.572
After firs hour I can say this is the best (free) course on internet. Back to last 2h :),Positive,0.75
"Great video, thanks Nana! Always providing quality content! 
I accidentally discovered that when editing a deployment a new replicaset is created only when modifying something under the 'template' section. For example if we modify the 'replica' value the number of pods will also be modified but without creating a new replicaset. On the other hand, when changing the docker image label as you did, a new replicaset will be created and the old one will be stopped. Correct me if wrong :D",Positive,0.46
57 Minutes is confusing because it's described as a configuration file which appears to be something else. Do you mean manifest or deployment file?,Neutral,0.541
Thanks lot Nana,Positive,0.955
"If you're having a problem with the db here is a solution I found. You have to set the mongo url env to be able to connect properly, also notice that in the video the red text indicates, the actual credentials that you need to log into the Mongo Express dashboard are admin:pass, for this you also need to set the basicauth username and password not only admin. Here is the full mongo-express.yaml file:

apiVersion: apps/v1
kind: Deployment
metadata:
  name: mongo-express
  labels:
    app: mongo-express
spec:
  replicas: 1
  selector:
    matchLabels:
      app: mongo-express
  template:
    metadata:
      labels:
        app: mongo-express
    spec:
      containers:
      - name: mongo-express
        image: mongo-express
        ports:
        - containerPort: 8081
        env:
        - name: ME_CONFIG_MONGODB_ENABLE_ADMIN
          value: 'true'
        - name: ME_CONFIG_MONGODB_ADMINUSERNAME
          valueFrom:
            secretKeyRef:
              name: mongodb-secret
              key: mongo-root-username
        - name: ME_CONFIG_MONGODB_ADMINPASSWORD
          valueFrom: 
            secretKeyRef:
              name: mongodb-secret
              key: mongo-root-password
        - name: ME_CONFIG_BASICAUTH_USERNAME
          valueFrom:
            secretKeyRef:
              name: mongodb-secret
              key: mongo-root-username
        - name: ME_CONFIG_BASICAUTH_PASSWORD
          valueFrom:
            secretKeyRef:
              name: mongodb-secret
              key: mongo-root-password
        - name: ME_CONFIG_MONGODB_SERVER
          valueFrom: 
            configMapKeyRef:
              name: mongodb-configmap
              key: database_url
        - name: ME_CONFIG_MONGODB_URL
          value: ""mongodb://$(ME_CONFIG_MONGODB_ADMINUSERNAME):$(ME_CONFIG_MONGODB_ADMINPASSWORD)@mongodb-service:27017/""",Neutral,0.595
"Was easier than expected, thank you Nana",Positive,0.888
"Thanks a million, you help me land a job with Kubernetes and also gave me the knowledge to perform on it... thanks!",Positive,0.825
Can you use docker as the VM? I’ve heard you can but when I try it I can’t get it to work and I don’t have hyper kit on windows,Positive,0.479
i just watched till 30 mins and the way how You explained theory is very understandable and perfect. Thank you.,Positive,0.759
Thanks buddy for the tutorial. My box unfreezed and working perfectly now. Keep it up👌👍,Positive,0.828
1:40:10 The database didn't connect for me. Can anyone point out what may be the problem? I checked all the commands also.,Neutral,0.463
"His speech was amazing along with the rapturous applause.
While Trump was speaking, Biden was pardoning his whole family for anything they might or have done. What that means is they can no longer use the 5th but must tell the truth in any enquiry.
I was on my knees clapping and rejoicing common sense has returned to America. Get used to it.",Negative,0.573
Thanks alot for this very informative video! It helped me a lot.,Positive,0.917
my mongo-express is not connecting to mongodb,Neutral,0.481
"2025, and still the best tutorial found so far. Good work",Positive,0.91
Thanks!,Positive,0.985
"If you have docker desktop installed, note that at 2:16:53 the IP in your `/etc/hosts `should be set to '127.0.0.1' not the generated IP for it to work properly.  You can also refer to the minikube documentation",Neutral,0.438
"An excellent tutorial, very helpful. One hurdle I ran into: At around 1:40:00 you have them set the value of ME_CONFIG_MONDODB_SERVER to the service name; with the current packages on Docker Hub this no longer works, you now also need to set ME_CONFIG_MONGODB_URL to the same value. It's not clear to me why, and I don't use mongo for anything but tutorial demo projects so I'm not going to dig any deeper, but if you only set one of them it won't work, you need to set both.

Also, something's incorrect with the handling of Mongo credentials; if you look at the Mongo Express logs at 1:40:26, you can see that although the environment variables are correctly set, they don't actually seem to actually be applied to the Mongo database itself; as the red text indicates, the actual credentials that you need to log into the Mongo Express dashboard are admin:pass, not what you set in your secret store. I assume that the reason you weren't challenged for them is that you had a previous session in your browser.",Neutral,0.494
Nana!! You great !! 👍🙏,Positive,0.952
Thank you Nana For creating valuable content.  Nana you said dB will be statefulset but you use deployment why ? I'm taking about mongo.,Positive,0.716
Thank you for saving our lives!,Positive,0.866
"but still i stuck diff between container and images ,, if niginx is container then what is image  ? ,if i need to deploy many images in ngnix container how can we acheive it ?",Neutral,0.489
Wow this is just great. Thank you.,Positive,0.985
Dziękujemy.,Neutral,0.448
"Hi Nana, Its really great tutorial and I am following your videos to upskill myself. Thanks for grate content.
Also I have one question I am using all these on windows. when I mapped external ip to service ..its starting tunnel with different ip and port regardless of port mentioned in nodePort",Positive,0.885
1:44:59 if anyone is on a MacOS and gets a „This site can’t be reached“ error or similar in your browser it’s likely that you‘ve not granted local network access to your browser. Go to System Settings > Privacy & Security > Local Network > enable the toggle for your browser. It took me a while to figure this one out 😅,Positive,0.399
